Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración
2024-11-01 16:00:07,phone,1973-06-10,male,7,7,Muy Feliz,Que tulua tenga más cara de ciudad y no de pueblo avenidas para mejorar la movilidad edificios que ya no sea mas la iglesia san bartolome la edificación más alta tulua es una ciudad muy importante para el valle pero le falta esa imagen de ciudad,SI,Barrio rojas mejorar las vías en general demasiados huecos y baches,06:28
2024-11-01 14:06:08,phone,1994-06-07,male,,,,,,,00:11
2024-11-01 13:58:33,computer,1988-02-29,male,10,10,Muy Feliz,,,,00:36
2024-11-01 13:36:12,phone,1940-01-25,female,8,8,Feliz,,SI,Pueblo nuevo la seguridad,00:51
2024-10-31 23:58:57,phone,1982-08-31,male,7,5,Neutral,Más inversión del gobierno en la micro empresa y más seguridad policial,SI,Las calles y la vigilancia de las autoridades  prados del norte,02:02
2024-10-31 20:02:46,phone,1955-10-04,male,10,,Muy Feliz,Más compromiso de las autoridades con el pueblo mucho consumo de drogas en los barrios,SI,Villa Liliana acabar con las drogas,03:55
2024-10-31 17:43:30,phone,1989-04-05,male,9,9,Feliz,"Hola soy de medellín y llevo viviendo 10 meses en Tulua, siento que tulua es una ciudad que no tiene bibliotecas ni centros culturales algo indispensable para reducir la criminalidad y la pobreza en el municipio",SI,Villa del sur,01:50
2024-10-31 16:59:37,phone,1963-06-28,female,6,5,Feliz,Quiero que mi ciudad  este mas limpia y que arrglen  Todas esas sonas donde hay mucho monte,SI,Las zonas verdes  estan muy abandonadas,05:05
2024-10-31 16:54:20,phone,1985-01-13,female,7,9,Un poco ansioso,"Hay Calles sin buena iluminación y lugares con deficiencia en este aspecto, y pi no que si se mejora eso, la gente querrá apropiarse de esos espacios y no sentirá temor al cruzar por allí. Seguir hermoseando y poniendo seguridad policial en los espacios públicos.",SI,"Villa del Sur. Cómo en otros sectores adecuar espacios de actividad saludable para el público Bancas para quienes los visitan, e iluminación",07:18
2024-10-31 16:10:21,phone,1967-10-23,female,3,5,Muy ansioso,La seguridad La falta de oportunidades Falta de empatía con las personas mayores,SI,Acondicionamiento de parques y zonas verdes. Pavimentación completa de las calles. Despeje de cañaduzales y lotes baldíos.  Campañas,06:08
2024-10-31 15:48:41,phone,1995-06-01,female,10,10,Muy Feliz,"La seguridad, ya que la gente se está yendo por la inseguridad y los jóvenes están siendo los culpables… educación",SI,Seguridad y cámaras para saber que actos y quien es la persona,01:15
2024-10-31 15:35:18,phone,1986-08-18,female,9,8,Feliz,"Más intervención social en proyectos de desarrollo urbanístico como infraestructura en mejorías viales, intervención en infraestructura abandonas para proyectos de inversión y en educación más apoyo en educación financiera en los Colegios",SI,"Portal de San Felipe,  frente a la avicola a la chica , via a 3 esquinas . Intervención zonas verdes y reductores de velocidad",05:09
2024-10-31 10:16:57,phone,1963-03-09,male,8,9,Feliz,Persecccion de seguridad  Mejor convivencia,SI,Bosques de Maracaibo  Que seamos una comunidad más unida,01:43
2024-10-31 03:35:50,phone,1987-09-03,female,0,3,Muy ansioso,La inseguridad la limpieza de los lotes vacíos más lo que quedan Serca de los colegios que huviera ayudas económicas para mujeres cabezas de hogar,SI,Nuevo farfan que hubieran lugares donde poner la basura para que los animales no la boten,03:18
2024-10-31 01:46:48,phone,1963-05-18,male,10,10,Muy Feliz,"Mejorar el comercio,acabar con el flagelo de la extorsión",SI,Jardin,01:19
2024-10-31 01:21:17,phone,1987-02-06,female,9,10,Feliz,"Adaptaría otro parque por el estilo del parque de la familia, donde sean vigilados por alguien para q sean espacios de sano esparcimiento",SI,"Portal de San Felipe, mejoría la iluminación de la entrada y como queda la entrada del colegio haría q estuviera limpio y podado siempre",03:10
2024-10-31 00:01:51,phone,1995-08-26,female,7,6,Un poco ansioso,"La seguridad, ahora no me siento segura en mi emprendimiento me da miedo poner local. Me da miedo que mis hijos salgan a la calle todo en tiempo nos sentimos inseguros.",SI,"Las nieves, pavimentar calles, control con tránsito la gente estaciona mal y no dejan circular. Rondas de la policía ya que no lo hacen",05:41
2024-10-30 23:28:22,phone,1981-03-14,male,9,9,Feliz,La inseguridad,SI,Veraneras   más actividades deportivas y culturales para la población en general,05:09
2024-10-30 23:19:45,phone,1964-06-09,male,10,10,Muy ansioso,Arreglar muchas calles,SI,La esperanza le haría el polideportivo para que los niños y los adultos mayores tengan un espacio para ellos,04:52
2024-10-30 22:57:32,phone,2001-01-05,female,8,8,Muy ansioso,Actividades al aire libre por los barrios,SI,Villa del sur Mejoraría la situación de los parques,01:35
2024-10-30 22:31:35,phone,1992-06-18,male,8,8,Feliz,"La seguridad y reactivar el comercio a través de eventos públicos, conciertos, planes de descuentos, incentivos para la empresa y la industria",SI,12 de octubre.. mejorar la vaya vial,01:30
2024-10-30 21:12:07,phone,1967-08-03,female,1,,Muy ansioso,Que de verdad los dueños del sistema piensen en el pueblo y lo dejen trabajar&#039;,SI,Avenida cali&#039;&#039;el barrio no es el asunto es la inseguridad que se vive,05:04
2024-10-30 20:29:08,phone,1973-08-27,female,7,6,Neutral,"Las entidades que nos atienden, como la sedama y veolia, hace rato tengo un radicado para pida de árboles,  semana dice que ya mandaron el comunicado a veolia  pero veolia nada,  ka pida es en ka cra 16 entre calle26 a y 26 c de la esperanza en un oracion de la alcaldía, cuando hubo allí un intento",SI,"De la esperanza y urge la poda de unos árboles que generan inseguridad, cra16 entre clle 26a y 26 c de la esperanza, ya huno intento de robo",05:47
2024-10-30 19:34:57,phone,1967-08-21,male,6,4,Un poco ansioso,Tranquilidad.trabajo y 0 Cro delincuencia,SI,Retiro más convivencia con los vecinos  Apoyo y comunicación,04:04
2024-10-30 19:00:03,phone,1954-08-30,male,5,8,Un poco ansioso,"Que se acabé la delincuencia, que la autoridad tome el control, que Tulua sea el paraíso de antes",SI,Morales urbanización la Villa,04:28
2024-10-30 18:41:05,phone,1966-02-02,female,3,4,Un poco ansioso,Promover que todos siembren árboles,SI,La Bastilla,02:28
2024-10-30 18:31:05,phone,1954-02-09,male,10,10,Muy Feliz,Ningún aspecto,SI,Mas entretención,02:33
2024-10-30 17:37:15,phone,1993-09-02,female,10,10,Feliz,Que la via hacia mategudua le hicieran mantenimiento vajo  y subo todos los días a trabajo en la escuelita de halli y cada vez más dañada la via sufre mucho los vehículos por tanta piedras y huecos y todos los que transitamos diariamente,SI,Corregimiento mategudua. Ayudar a seguir conservando la hermosa naturaleza con toda su diversidad que nos rodea,11:29
2024-10-30 17:11:51,phone,1955-04-11,male,10,10,Neutral,La policia el ejército y lavdroga,SI,,01:39
2024-10-30 15:55:43,phone,1975-12-10,male,10,8,Feliz,La  inseguridad . No me siento seguro  en ninguna parte..,SI,En el barrio la santa cruz . Mucho consumo y venta de estupefacientes  y falta pavimentación en la parte baja del barrio.,03:24
2024-10-30 12:12:07,phone,1965-11-01,male,10,10,Neutral,Nuestro comportamiento en las vias mas toleramcia,SI,Panamericano,11:00
2024-10-30 10:07:54,phone,1987-06-04,female,5,7,Un poco ansioso,Cambiaría la inseguridad el temor que ya da salir a la calle y por su puesto las pocas oportunidades de empleo para las que somos mamás y queremos seguir adelante con nuestras vidas,SI,"San Antonio,mejoraría la cancha deportiva y como queda cerca el parque de los sueños,haría un control de ese parque para q dejen tanto consu",03:19
2024-10-30 09:34:43,phone,1968-03-13,female,5,4,Neutral,La educación desde la Flia y la manera de buscar de DIOS. Enseñamos Valores y Principios a nuestros hijos . También enseñándoles el respecto y el Temor por Dios.,SI,Barrio Rubén Cruz .  Mejoraria  el Ruido y la contaminación.  debido al alto fluido vehicular .,07:56
2024-10-30 09:14:48,phone,1980-12-11,male,10,9,Neutral,"Más señalización para vehículos, tapar muchos huecos y más espacios deportivos tanto para jóvenes como para adultos.  Me falto mejorar los parques, más recipientes para depositar basura en los parques y las calles.  Esto me aria muy feliz",SI,"El estado de los parques, más señalización  Soy del barrio la esperanza de tulua",05:13
2024-10-30 09:05:53,phone,1986-03-16,female,9,7,Feliz,Seguridad para tener más tranquilidad,SI,"Barrio Popular, más presencia de lapolicía, se ve mucho consumidor de vicio por esta zona que viene de la casona",01:41
2024-10-30 09:01:19,phone,1963-07-25,female,1,3,Muy feliz,"La seguridad, respeto por el transeúnte, evitar invasión de espacio público por vendedores, vehículos (carros, motos, vendedores)",SI,"Nuevo príncipe,   falta acciones para  basuras sacadas frente a su casa, policía atienda alto volumen de equipos de sonido",08:56
2024-10-30 07:02:02,phone,1969-09-17,female,5,5,Muy ansioso,Salir de deudas no ser más esclava de los gota gota que amenazan y cobran lo que les da la gana,SI,La Paz  espacios para capacitación  de niños jóvenes y adolescentes para que ocupen el tiempo libre,03:24
2024-10-30 06:18:33,phone,1981-06-20,male,2,2,Un poco ansioso,Seguridad,SI,Sajonia seguridad y normalizar tarifas de servicios publicos,02:14
2024-10-30 02:10:15,phone,1998-02-14,female,8,8,Un poco ansioso,"La seguridad de Tulua, más espacios de esparcimiento",SI,Aguaclara  Pavimentar toda la carrilera,01:14
2024-10-29 23:18:27,phone,1955-07-02,male,3,6,Un poco ansioso,,SI,,00:29
2024-10-29 23:09:20,phone,1969-09-01,male,7,9,Neutral,"Eliminar la extorsión con más seguridad, hacer mas parques, mejorar la movilidad con mejores vías",SI,Casas huertas  no tenemos ningún parque para la familia las chatarrerías generan plagas y la ladrillera contaminación   deben ser reubicados,06:06
2024-10-29 22:38:00,phone,1941-10-02,male,2,9,Neutral,,SI,,02:55
2024-10-29 21:41:50,computer,2005-09-02,male,5,8,Neutral,mejores oportunidades de trabajo,SI,portales del rio  yo mejoraría la seguridad en el barrio,03:43
2024-10-29 21:32:03,phone,1965-12-20,female,8,10,Feliz,Seguridad y programas para la gente menos favorecidas,SI,Corregimiento Nariño,01:42
2024-10-29 21:06:56,phone,1993-01-13,female,5,5,Muy ansioso,"Empleabilidad,par auna mejor calidad de vida",NO,El victoria  Apoyo a los emprendimientos,03:24
2024-10-29 20:50:41,phone,1977-09-17,female,6,7,Un poco ansioso,Seguridad  y generacion de empleo,SI,Trinidad  -   seguridad,01:19
2024-10-29 20:25:00,phone,1962-12-13,female,9,9,Feliz,Seguridad,SI,ALVERNIA. Mejorar la presencia de las entidades oficiales. Aprovechar los parques para actividades culturales y restaurarlos.,07:45
2024-10-29 20:18:38,phone,1959-01-17,male,4,4,Un poco ansioso,,SI,Más seguridad y controlar tanto consumidor de estupefacientes en los parques también controlar a los dueños de los perros que hacen popo y n,04:18
2024-10-29 18:31:00,phone,1977-07-03,male,10,10,Feliz,,,,01:51
2024-10-29 18:16:06,computer,1990-01-29,male,5,5,Un poco ansioso,"Mas Zonas Verdes, Ejemplo Boulevard del Lago, organizando la zona verde con plantas endémicas hasta la antigua terminal, generación de empleo, puede ser a través de recuperar la empresa publica o la creación de una ZF. mas espacios para la practica deportiva.",SI,"Príncipe, El parque del príncipe ya es obsoleto, se podría crear unos reductores de velocidad en este para evitar los piques que se realizan",03:16
2024-10-29 16:11:01,phone,1967-03-29,female,10,10,Muy Feliz,Los consumidores de alucinogenos,SI,"Urbanización la villa , el consumo de drogas",02:14
2024-10-29 15:38:11,phone,1974-10-18,female,8,8,Muy ansioso,Erradicar la extorsión y los asesinatos,SI,"La villa.   Normas claras de convivencia  0 ruido, levantar popo de mascotas",02:17
2024-10-29 15:36:46,phone,1948-06-20,male,10,10,Un poco ansioso,"Cultura ciudadana.  Respeto a las autoridades, a las reglas sociales, educación y cultura , respeto a los demas .",NO,Las Delicias.  Respeto a las normas de tránsito.,05:54
2024-10-29 15:22:16,phone,1967-04-05,male,,,Temo por mi vida,,SI,LA SEGURIDAD...TODO TULUA ESTA EN MANOS DE LA DELINCUENCIA,01:43
2024-10-29 13:56:27,phone,1961-09-07,female,6,7,Un poco ansioso,Más beneficios para las personas solas de la tercera edad.,NO,Nuevo principe... Nadie socializa con nadie,01:44
2024-10-29 10:46:55,phone,1989-07-05,female,8,8,Neutral,"Regulación y control social, incremento de la seguridad. Caminar en Tuluá es una eterna sensación de inseguridad",SI,El Palmar. Planes y programas para la ocupación del tiempo libre en los jóvenes,01:38
2024-10-29 09:58:16,phone,1974-04-05,male,9,9,Un poco ansioso,La.inseguridad,SI,Barrio AVE Cali,01:58
2024-10-29 07:06:08,phone,1959-03-29,female,10,10,Muy Feliz,"Que no hayan huecos en las calles, que los vendedores de la calle sean reubicados, que dejen trabajar los extorsionadores y que el alcalde por fin de la cara a su pueblo.",NO,El lago.,03:49
2024-10-29 04:05:11,phone,1988-09-01,female,8,9,Feliz,Traer empresa privada para así facilitar empleos,NO,"El popular, y que le cambiaría la casona",03:52
2024-10-29 03:11:06,phone,1985-05-23,female,5,5,Un poco ansioso,"La inseguridad nos está matando, sino son las extorsiones, son los crímenes, o el miedo generalizado que hay en la gente, desempleo, falta de oportunidades, y a eso le sumamos la falta de cultura, especialmente en el tema del tráfico, salir en cualquier vehículo o hasta a pie es arriesgar la vida.",SI,"San Pedro Claver. Más presencia de la policía, mucho habitante de calle y robos en las casas",03:54
2024-10-29 02:33:48,phone,1984-11-02,female,5,7,Neutral,Dejar trabajar a las personas que se rebuscan en la calle,SI,Tomas uribe hay muchos chirretes locos en las calles,02:08
2024-10-29 01:02:26,phone,1981-01-16,female,9,8,Feliz,Seguridad para salir hacer deporte a los alrededores,SI,Senderos de villa Liliana,01:12
2024-10-28 23:48:51,phone,1987-01-11,female,7,7,Feliz,Más transporte público y menos motoraton,SI,Portal de San Felipe  Más seguridad  Que haya control de equinos,01:17
2024-10-28 22:31:33,phone,1990-03-22,female,5,4,Temo por mi vida,"El ruido de los vecinos con equipos de sonido a todos volumen, la seguridad vial.",SI,"Barrio la santa Cruz, mejoraría el ruido los vecinos no respetan ponen el equipo a todo volumen y no limpian el popo de las mascotas",02:17
2024-10-28 22:16:00,phone,1958-04-17,male,9,10,Feliz,"Que la autoridad de transito hagan cumplir  con las normas que reglamentan la circulación de motos y carros,porque  la mayoría  no respetan  estas normas.",SI,"La seguridad del barrio Popular. Colocar cámaras en la casa,para observar y grabar los incidentes qué ocurran.",05:22
2024-10-28 21:50:34,phone,1952-04-28,female,9,9,Muy Feliz,K se preocupen más por los adultos mayores y los niños,SI,Fatima k en el parque de la flia coloquen aparatos para k podamos hacer ejercicios los mayores,03:22
2024-10-28 21:06:04,phone,1965-01-24,male,10,10,Muy Feliz,"Tulua no debe cambiar, ni nada debe cambiar; son las personas las que deben trabajar en si mismos. Los tesoros están dentro de cada Ser humano",NO,Ya vamos vo en veteda,04:39
2024-10-28 19:51:21,phone,1980-02-04,male,6,,Feliz,En Tuluá toca combatir cien por ciento todo tipo de delincuencia incluida la corrupción,SI,"Barrio Rubén cruz Vélez, mejoramiento de caseta comunal y la atención al usuario en el hospitalito Rubén cruz",06:18
2024-10-28 18:38:23,phone,1997-06-27,female,1,,Temo por mi vida,La inseguridad,SI,Nuevo farfán cambiaría la limpieza,01:27
2024-10-28 15:49:52,phone,1961-05-11,female,4,7,Un poco ansioso,Seguridad y bienestar en los parques,SI,Cuidado con el humedal del lago chillicotte. Más protección a la fauna y flora,02:24
2024-10-28 14:32:52,phone,1980-08-16,female,6,5,Un poco ansioso,"Que se pudiera trabajar tranquilamente la cuidad se siente muy intranquila con tantos homicidios, estorciones poco trabajo",NO,Santa Isabel,01:21
2024-10-28 12:05:08,phone,1949-05-23,male,10,10,Muy Feliz,"Ante todo la seguridad la gente está abandonando la ciudad por muchos motivos extorcion,intolerancia, carestia,abandono,crecimiento delincuencia y aumento habitantes de la calle etc etc etc",SI,En mi Barrio Céspedes aparte del caos total que representa la Cra 30 han crecido demasiado talleres de autos y motos en la calle y andenes.,10:48
